I_bias_A,L_ac_H,I_ac_wdg_A
2.0877966101694914,1.2316304598638172e-05,-0.8
2.1384745762711863,1.2145944237777778e-05,-0.8
2.1891525423728813,1.1985297914887022e-05,-0.8
2.239830508474576,1.1833014206406229e-05,-0.8
2.290508474576271,1.1687748621975181e-05,-0.8
2.341186440677966,1.1548244582210569e-05,-0.8
2.391864406779661,1.1413491365256945e-05,-0.8
2.442542372881356,1.128280529894107e-05,-0.8
2.493220338983051,1.115568973697269e-05,-0.8
2.543898305084746,1.1031930022177537e-05,-0.8
2.594576271186441,1.0911332263946648e-05,-0.8
2.645254237288136,1.0793793250712997e-05,-0.8
2.6959322033898308,1.0679259956776424e-05,-0.8
2.7466101694915257,1.0567704967998925e-05,-0.8
2.7972881355932206,1.045908106422509e-05,-0.8
2.847966101694915,1.0353303675065192e-05,-0.8
2.89864406779661,1.0250383531404291e-05,-0.8
2.949322033898305,1.0150231189102971e-05,-0.8
3.0,1.0052842823288699e-05,-0.8
0.01,7.558122157952284e-05,-1.0
0.06067796610169492,7.494385702526444e-05,-1.0
0.11135593220338984,7.288842812151403e-05,-1.0
0.16203389830508477,6.888251609741115e-05,-1.0
0.2127118644067797,6.451231521606683e-05,-1.0
0.26338983050847464,5.946368080197745e-05,-1.0
0.31406779661016954,5.412146308888877e-05,-1.0
0.36474576271186443,4.932066218531633e-05,-1.0
0.4154237288135594,4.526012866850638e-05,-1.0
0.4661016949152543,4.179156805611662e-05,-1.0
0.5167796610169493,3.869493407771593e-05,-1.0
0.5674576271186441,3.585879642654081e-05,-1.0
0.6181355932203391,3.325554814158713e-05,-1.0
0.668813559322034,3.092717347686278e-05,-1.0
0.7194915254237289,2.895493467063233e-05,-1.0
0.7701694915254238,2.736566286847336e-05,-1.0
0.8208474576271187,2.612536130947414e-05,-1.0
0.8715254237288137,2.513682619299972e-05,-1.0
0.9222033898305086,2.428906338830871e-05,-1.0
0.9728813559322035,2.349494445150665e-05,-1.0
1.0235593220338985,2.269659679883238e-05,-1.0
1.0742372881355933,2.186346379513889e-05,-1.0
1.1249152542372882,2.099750738043045e-05,-1.0
1.1755932203389832,2.01229798851831e-05,-1.0
1.2262711864406781,1.926845909637929e-05,-1.0
1.276949152542373,1.845683733702976e-05,-1.0
1.327627118644068,1.770540752341382e-05,-1.0
1.378305084745763,1.702335051152841e-05,-1.0
1.4289830508474577,1.64128917222074e-05,-1.0
1.4796610169491526,1.58708314993649e-05,-1.0
